,year,c_code_1,state_name_1,majority_religion
1872,1969.0,135,Peru,Christianity
1873,1970.0,135,PER,Christianity
1874,1971.0,135,Peru,Christianity
1875,1972.0,135,Peru,Christianity
1876,1973.0,135,Peru,Christianity
1877,1974.0,135,Peru,Christianity
1878,1975.0,135,PER,Christianity
1879,1976.0,135,Peru,Christianity
1880,1977.0,135,Peru,Christianity
1881,1978.0,135,Peru,Christianity
1882,1979.0,135,Peru,Christianity
1883,1980.0,135,PER,Christianity
1884,1981.0,135,Peru,Christianity
1885,1982.0,135,Peru,Christianity
1886,1983.0,135,Peru,Christianity
1887,1984.0,135,Peru,Christianity
1888,1985.0,135,PER,Christianity
1889,1986.0,135,Peru,Christianity
1890,1987.0,135,Peru,Christianity
1891,1988.0,135,Peru,Christianity
1892,1989.0,135,Peru,Christianity
1893,1990.0,135,PER,Christianity
1894,1991.0,135,Peru,Christianity
1895,1992.0,135,Peru,Christianity
1896,1993.0,135,Peru,Christianity
1897,1994.0,135,Peru,Christianity
1898,1995.0,135,PER,Christianity
1899,1996.0,135,Peru,Christianity
1900,1997.0,135,Peru,Christianity
1901,1998.0,135,Peru,Christianity
1902,1999.0,135,Peru,Christianity
1903,2000.0,135,PER,Christianity
1904,2001.0,135,Peru,Christianity
1905,2002.0,135,Peru,Christianity
1906,2003.0,135,Peru,Christianity
1907,2004.0,135,Peru,Christianity
1908,2005.0,135,PER,Christianity
1909,2006.0,135,Peru,Christianity
1910,2007.0,135,Peru,Christianity
1911,2008.0,135,Peru,Christianity
1912,2009.0,135,Peru,Christianity
1913,2010.0,135,PER,Christianity
1914,1945.0,140,BRA,Christianity
1915,1946.0,140,Brazil,Christianity
1916,1947.0,140,Brazil,Christianity
1917,1948.0,140,Brazil,Christianity
1918,1949.0,140,Brazil,Christianity
1919,1950.0,140,BRA,Christianity
1920,1951.0,140,Brazil,Christianity
1921,1952.0,140,Brazil,Christianity
1922,1953.0,140,Brazil,Christianity
1923,1954.0,140,Brazil,Christianity
1924,1955.0,140,BRA,Christianity
1925,1956.0,140,Brazil,Christianity
1926,1957.0,140,Brazil,Christianity
1927,1958.0,140,Brazil,Christianity
1928,1959.0,140,Brazil,Christianity
1929,1960.0,140,BRA,Christianity
1930,1961.0,140,Brazil,Christianity
1931,1962.0,140,Brazil,Christianity
1932,1963.0,140,Brazil,Christianity
1933,1964.0,140,Brazil,Christianity
1934,1965.0,140,BRA,Christianity
1935,1966.0,140,Brazil,Christianity
1936,1967.0,140,Brazil,Christianity
1937,1968.0,140,Brazil,Christianity
1938,1969.0,140,Brazil,Christianity
1939,1970.0,140,BRA,Christianity
1940,1971.0,140,Brazil,Christianity
1941,1972.0,140,Brazil,Christianity
1942,1973.0,140,Brazil,Christianity
1943,1974.0,140,Brazil,Christianity
1944,1975.0,140,BRA,Christianity
1945,1976.0,140,Brazil,Christianity
1946,1977.0,140,Brazil,Christianity
1947,1978.0,140,Brazil,Christianity
1948,1979.0,140,Brazil,Christianity
1949,1980.0,140,BRA,Christianity
1950,1981.0,140,Brazil,Christianity
1951,1982.0,140,Brazil,Christianity
1952,1983.0,140,Brazil,Christianity
1953,1984.0,140,Brazil,Christianity
1954,1985.0,140,BRA,Christianity
1955,1986.0,140,Brazil,Christianity
1956,1987.0,140,Brazil,Christianity
1957,1988.0,140,Brazil,Christianity
1958,1989.0,140,Brazil,Christianity
1959,1990.0,140,BRA,Christianity
1960,1991.0,140,Brazil,Christianity
1961,1992.0,140,Brazil,Christianity
1962,1993.0,140,Brazil,Christianity
1963,1994.0,140,Brazil,Christianity
1964,1995.0,140,BRA,Christianity
1965,1996.0,140,Brazil,Christianity
1966,1997.0,140,Brazil,Christianity
1967,1998.0,140,Brazil,Christianity
1968,1999.0,140,Brazil,Christianity
1969,2000.0,140,BRA,Christianity
1970,2001.0,140,Brazil,Christianity
1971,2002.0,140,Brazil,Christianity
1972,2003.0,140,Brazil,Christianity
1973,2004.0,140,Brazil,Christianity
1974,2005.0,140,BRA,Christianity
1975,2006.0,140,Brazil,Christianity
1976,2007.0,140,Brazil,Christianity
1977,2008.0,140,Brazil,Christianity
1978,2009.0,140,Brazil,Christianity
1979,2010.0,140,BRA,Christianity
1980,1945.0,145,BOL,Christianity
1981,1946.0,145,Bolivia,Christianity
1982,1947.0,145,Bolivia,Christianity
1983,1948.0,145,Bolivia,Christianity
1984,1949.0,145,Bolivia,Christianity
1985,1950.0,145,BOL,Christianity
1986,1951.0,145,Bolivia,Christianity
1987,1952.0,145,Bolivia,Christianity
1988,1953.0,145,Bolivia,Christianity
1989,1954.0,145,Bolivia,Christianity
1990,1955.0,145,BOL,Christianity
1991,1956.0,145,Bolivia,Christianity
1992,1957.0,145,Bolivia,Christianity
1993,1958.0,145,Bolivia,Christianity
1994,1959.0,145,Bolivia,Christianity
1995,1960.0,145,BOL,Christianity
1996,1961.0,145,Bolivia,Christianity
1997,1962.0,145,Bolivia,Christianity
1998,1963.0,145,Bolivia,Christianity
1999,1964.0,145,Bolivia,Christianity
2000,1965.0,145,BOL,Christianity
2001,1966.0,145,Bolivia,Christianity
2002,1967.0,145,Bolivia,Christianity
2003,1968.0,145,Bolivia,Christianity
2004,1969.0,145,Bolivia,Christianity
2005,1970.0,145,BOL,Christianity
2006,1971.0,145,Bolivia,Christianity
2007,1972.0,145,Bolivia,Christianity
2008,1973.0,145,Bolivia,Christianity
2009,1974.0,145,Bolivia,Christianity
2010,1975.0,145,BOL,Christianity
2011,1976.0,145,Bolivia,Christianity
2012,1977.0,145,Bolivia,Christianity
2013,1978.0,145,Bolivia,Christianity
2014,1979.0,145,Bolivia,Christianity
2015,1980.0,145,BOL,Christianity
2016,1981.0,145,Bolivia,Christianity
2017,1982.0,145,Bolivia,Christianity
2018,1983.0,145,Bolivia,Christianity
2019,1984.0,145,Bolivia,Christianity
2020,1985.0,145,BOL,Christianity
2021,1986.0,145,Bolivia,Christianity
2022,1987.0,145,Bolivia,Christianity
2023,1988.0,145,Bolivia,Christianity
2024,1989.0,145,Bolivia,Christianity
2025,1990.0,145,BOL,Christianity
2026,1991.0,145,Bolivia,Christianity
2027,1992.0,145,Bolivia,Christianity
2028,1993.0,145,Bolivia,Christianity
2029,1994.0,145,Bolivia,Christianity
2030,1995.0,145,BOL,Christianity
2031,1996.0,145,Bolivia,Christianity
2032,1997.0,145,Bolivia,Christianity
2033,1998.0,145,Bolivia,Christianity
2034,1999.0,145,Bolivia,Christianity
2035,2000.0,145,BOL,Christianity
2036,2001.0,145,Bolivia,Christianity
2037,2002.0,145,Bolivia,Christianity
2038,2003.0,145,Bolivia,Christianity
2039,2004.0,145,Bolivia,Christianity
2040,2005.0,145,BOL,Christianity
2041,2006.0,145,Bolivia,Christianity
2042,2007.0,145,Bolivia,Christianity
2043,2008.0,145,Bolivia,Christianity
2044,2009.0,145,Bolivia,Christianity
2045,2010.0,145,BOL,Christianity
2046,1945.0,150,PAR,Christianity
2047,1946.0,150,Paraguay,Christianity
2048,1947.0,150,Paraguay,Christianity
2049,1948.0,150,Paraguay,Christianity
2050,1949.0,150,Paraguay,Christianity
2051,1950.0,150,PAR,Christianity
2052,1951.0,150,Paraguay,Christianity
2053,1952.0,150,Paraguay,Christianity
2054,1953.0,150,Paraguay,Christianity
2055,1954.0,150,Paraguay,Christianity
2056,1955.0,150,PAR,Christianity
2057,1956.0,150,Paraguay,Christianity
2058,1957.0,150,Paraguay,Christianity
2059,1958.0,150,Paraguay,Christianity
2060,1959.0,150,Paraguay,Christianity
2061,1960.0,150,PAR,Christianity
2062,1961.0,150,Paraguay,Christianity
2063,1962.0,150,Paraguay,Christianity
2064,1963.0,150,Paraguay,Christianity
2065,1964.0,150,Paraguay,Christianity
2066,1965.0,150,PAR,Christianity
2067,1966.0,150,Paraguay,Christianity
2068,1967.0,150,Paraguay,Christianity
2069,1968.0,150,Paraguay,Christianity
2070,1969.0,150,Paraguay,Christianity
2071,1970.0,150,PAR,Christianity
2072,1971.0,150,Paraguay,Christianity
2073,1972.0,150,Paraguay,Christianity
2074,1973.0,150,Paraguay,Christianity
2075,1974.0,150,Paraguay,Christianity
2076,1975.0,150,PAR,Christianity
2077,1976.0,150,Paraguay,Christianity
2078,1977.0,150,Paraguay,Christianity
2079,1978.0,150,Paraguay,Christianity
2080,1979.0,150,Paraguay,Christianity
2081,1980.0,150,PAR,Christianity
2082,1981.0,150,Paraguay,Christianity
2083,1982.0,150,Paraguay,Christianity
2084,1983.0,150,Paraguay,Christianity
2085,1984.0,150,Paraguay,Christianity
2086,1985.0,150,PAR,Christianity
2087,1986.0,150,Paraguay,Christianity
2088,1987.0,150,Paraguay,Christianity
2089,1988.0,150,Paraguay,Christianity
2090,1989.0,150,Paraguay,Christianity
2091,1990.0,150,PAR,Christianity
2092,1991.0,150,Paraguay,Christianity
2093,1992.0,150,Paraguay,Christianity
2094,1993.0,150,Paraguay,Christianity
2095,1994.0,150,Paraguay,Christianity
2096,1995.0,150,PAR,Christianity
2097,1996.0,150,Paraguay,Christianity
2098,1997.0,150,Paraguay,Christianity
2099,1998.0,150,Paraguay,Christianity
2100,1999.0,150,Paraguay,Christianity
2101,2000.0,150,PAR,Christianity
2102,2001.0,150,Paraguay,Christianity
2103,2002.0,150,Paraguay,Christianity
2104,2003.0,150,Paraguay,Christianity
2105,2004.0,150,Paraguay,Christianity
2106,2005.0,150,PAR,Christianity
2107,2006.0,150,Paraguay,Christianity
2108,2007.0,150,Paraguay,Christianity
2109,2008.0,150,Paraguay,Christianity
2110,2009.0,150,Paraguay,Christianity
2111,2010.0,150,PAR,Christianity
2112,1945.0,155,CHL,Christianity
2113,1946.0,155,Chile,Christianity
2114,1947.0,155,Chile,Christianity
2115,1948.0,155,Chile,Christianity
2116,1949.0,155,Chile,Christianity
2117,1950.0,155,CHL,Christianity
2118,1951.0,155,Chile,Christianity
2119,1952.0,155,Chile,Christianity
2120,1953.0,155,Chile,Christianity
2121,1954.0,155,Chile,Christianity
2122,1955.0,155,CHL,Christianity
2123,1956.0,155,Chile,Christianity
2124,1957.0,155,Chile,Christianity
2125,1958.0,155,Chile,Christianity
2126,1959.0,155,Chile,Christianity
2127,1960.0,155,CHL,Christianity
2128,1961.0,155,Chile,Christianity
2129,1962.0,155,Chile,Christianity
2130,1963.0,155,Chile,Christianity
2131,1964.0,155,Chile,Christianity
2132,1965.0,155,CHL,Christianity
2133,1966.0,155,Chile,Christianity
2134,1967.0,155,Chile,Christianity
2135,1968.0,155,Chile,Christianity
2136,1969.0,155,Chile,Christianity
2137,1970.0,155,CHL,Christianity
2138,1971.0,155,Chile,Christianity
2139,1972.0,155,Chile,Christianity
2140,1973.0,155,Chile,Christianity
2141,1974.0,155,Chile,Christianity
2142,1975.0,155,CHL,Christianity
2143,1976.0,155,Chile,Christianity
2144,1977.0,155,Chile,Christianity
2145,1978.0,155,Chile,Christianity
2146,1979.0,155,Chile,Christianity
2147,1980.0,155,CHL,Christianity
2148,1981.0,155,Chile,Christianity
2149,1982.0,155,Chile,Christianity
2150,1983.0,155,Chile,Christianity
2151,1984.0,155,Chile,Christianity
2152,1985.0,155,CHL,Christianity
2153,1986.0,155,Chile,Christianity
2154,1987.0,155,Chile,Christianity
2155,1988.0,155,Chile,Christianity
2156,1989.0,155,Chile,Christianity
2157,1990.0,155,CHL,Christianity
2158,1991.0,155,Chile,Christianity
2159,1992.0,155,Chile,Christianity
2160,1993.0,155,Chile,Christianity
2161,1994.0,155,Chile,Christianity
2162,1995.0,155,CHL,Christianity
2163,1996.0,155,Chile,Christianity
2164,1997.0,155,Chile,Christianity
2165,1998.0,155,Chile,Christianity
2166,1999.0,155,Chile,Christianity
2167,2000.0,155,CHL,Christianity
2168,2001.0,155,Chile,Christianity
2169,2002.0,155,Chile,Christianity
2170,2003.0,155,Chile,Christianity
2171,2004.0,155,Chile,Christianity
2172,2005.0,155,CHL,Christianity
2173,2006.0,155,Chile,Christianity
2174,2007.0,155,Chile,Christianity
2175,2008.0,155,Chile,Christianity
2176,2009.0,155,Chile,Christianity
2177,2010.0,155,CHL,Christianity
2178,1945.0,160,ARG,Christianity
2179,1946.0,160,Argentina,Christianity
2180,1947.0,160,Argentina,Christianity
2181,1948.0,160,Argentina,Christianity
2182,1949.0,160,Argentina,Christianity
2183,1950.0,160,ARG,Christianity
2184,1951.0,160,Argentina,Christianity
2185,1952.0,160,Argentina,Christianity
2186,1953.0,160,Argentina,Christianity
2187,1954.0,160,Argentina,Christianity
2188,1955.0,160,ARG,Christianity
2189,1956.0,160,Argentina,Christianity
2190,1957.0,160,Argentina,Christianity
2191,1958.0,160,Argentina,Christianity
2192,1959.0,160,Argentina,Christianity
2193,1960.0,160,ARG,Christianity
2194,1961.0,160,Argentina,Christianity
2195,1962.0,160,Argentina,Christianity
2196,1963.0,160,Argentina,Christianity
2197,1964.0,160,Argentina,Christianity
2198,1965.0,160,ARG,Christianity
2199,1966.0,160,Argentina,Christianity
2200,1967.0,160,Argentina,Christianity
2201,1968.0,160,Argentina,Christianity
2202,1969.0,160,Argentina,Christianity
2203,1970.0,160,ARG,Christianity
2204,1971.0,160,Argentina,Christianity
2205,1972.0,160,Argentina,Christianity
2206,1973.0,160,Argentina,Christianity
2207,1974.0,160,Argentina,Christianity
2208,1975.0,160,ARG,Christianity
2209,1976.0,160,Argentina,Christianity
2210,1977.0,160,Argentina,Christianity
2211,1978.0,160,Argentina,Christianity
2212,1979.0,160,Argentina,Christianity
2213,1980.0,160,ARG,Christianity
2214,1981.0,160,Argentina,Christianity
2215,1982.0,160,Argentina,Christianity
2216,1983.0,160,Argentina,Christianity
2217,1984.0,160,Argentina,Christianity
2218,1985.0,160,ARG,Christianity
2219,1986.0,160,Argentina,Christianity
2220,1987.0,160,Argentina,Christianity
2221,1988.0,160,Argentina,Christianity
2222,1989.0,160,Argentina,Christianity
2223,1990.0,160,ARG,Christianity
2224,1991.0,160,Argentina,Christianity
2225,1992.0,160,Argentina,Christianity
2226,1993.0,160,Argentina,Christianity
2227,1994.0,160,Argentina,Christianity
2228,1995.0,160,ARG,Christianity
2229,1996.0,160,Argentina,Christianity
2230,1997.0,160,Argentina,Christianity
2231,1998.0,160,Argentina,Christianity
2232,1999.0,160,Argentina,Christianity
2233,2000.0,160,ARG,Christianity
2234,2001.0,160,Argentina,Christianity
2235,2002.0,160,Argentina,Christianity
2236,2003.0,160,Argentina,Christianity
2237,2004.0,160,Argentina,Christianity
2238,2005.0,160,ARG,Christianity
2239,2006.0,160,Argentina,Christianity
2240,2007.0,160,Argentina,Christianity
2241,2008.0,160,Argentina,Christianity
2242,2009.0,160,Argentina,Christianity
2243,2010.0,160,ARG,Christianity
2244,1945.0,165,URU,Christianity
2245,1946.0,165,Uruguay,Christianity
2246,1947.0,165,Uruguay,Christianity
2247,1948.0,165,Uruguay,Christianity
2248,1949.0,165,Uruguay,Christianity
2249,1950.0,165,URU,Christianity
2250,1951.0,165,Uruguay,Christianity
2251,1952.0,165,Uruguay,Christianity
2252,1953.0,165,Uruguay,Christianity
2253,1954.0,165,Uruguay,Christianity
2254,1955.0,165,URU,Christianity
2255,1956.0,165,Uruguay,Christianity
2256,1957.0,165,Uruguay,Christianity
2257,1958.0,165,Uruguay,Christianity
2258,1959.0,165,Uruguay,Christianity
2259,1960.0,165,URU,Christianity
2260,1961.0,165,Uruguay,Christianity
2261,1962.0,165,Uruguay,Christianity
2262,1963.0,165,Uruguay,Christianity
2263,1964.0,165,Uruguay,Christianity
2264,1965.0,165,URU,Christianity
2265,1966.0,165,Uruguay,Christianity
2266,1967.0,165,Uruguay,Christianity
2267,1968.0,165,Uruguay,Christianity
2268,1969.0,165,Uruguay,Christianity
2269,1970.0,165,URU,Christianity
2270,1971.0,165,Uruguay,Christianity
2271,1972.0,165,Uruguay,Christianity
2272,1973.0,165,Uruguay,Christianity
2273,1974.0,165,Uruguay,Christianity
2274,1975.0,165,URU,Christianity
2275,1976.0,165,Uruguay,Christianity
2276,1977.0,165,Uruguay,Christianity
2277,1978.0,165,Uruguay,Christianity
2278,1979.0,165,Uruguay,Christianity
2279,1980.0,165,URU,Christianity
2280,1981.0,165,Uruguay,Christianity
2281,1982.0,165,Uruguay,Christianity
2282,1983.0,165,Uruguay,Christianity
2283,1984.0,165,Uruguay,Christianity
2284,1985.0,165,URU,Christianity
2285,1986.0,165,Uruguay,Christianity
2286,1987.0,165,Uruguay,Christianity
2287,1988.0,165,Uruguay,Christianity
2288,1989.0,165,Uruguay,Christianity
2289,1990.0,165,URU,Christianity
2290,1991.0,165,Uruguay,Christianity
2291,1992.0,165,Uruguay,Christianity
2292,1993.0,165,Uruguay,Christianity
2293,1994.0,165,Uruguay,Christianity
2294,1995.0,165,URU,Christianity
2295,1996.0,165,Uruguay,Christianity
2296,1997.0,165,Uruguay,Christianity
2297,1998.0,165,Uruguay,Christianity
2298,1999.0,165,Uruguay,Christianity
2299,2000.0,165,URU,Christianity
2300,2001.0,165,Uruguay,Christianity
2301,2002.0,165,Uruguay,Christianity
2302,2003.0,165,Uruguay,Christianity
2303,2004.0,165,Uruguay,Christianity
2304,2005.0,165,URU,Christianity
2305,2006.0,165,Uruguay,Christianity
2306,2007.0,165,Uruguay,Christianity
2307,2008.0,165,Uruguay,Christianity
2308,2009.0,165,Uruguay,Christianity
2309,2010.0,165,URU,Christianity
2310,1945.0,200,UKG,Christianity
2311,1946.0,200,United Kingdom,Christianity
2312,1947.0,200,United Kingdom,Christianity
2313,1948.0,200,United Kingdom,Christianity
2314,1949.0,200,United Kingdom,Christianity
2315,1950.0,200,UKG,Christianity
2316,1951.0,200,United Kingdom,Christianity
2317,1952.0,200,United Kingdom,Christianity
2318,1953.0,200,United Kingdom,Christianity
2319,1954.0,200,United Kingdom,Christianity
2320,1955.0,200,UKG,Christianity
2321,1956.0,200,United Kingdom,Christianity
2322,1957.0,200,United Kingdom,Christianity
2323,1958.0,200,United Kingdom,Christianity
2324,1959.0,200,United Kingdom,Christianity
2325,1960.0,200,UKG,Christianity
2326,1961.0,200,United Kingdom,Christianity
2327,1962.0,200,United Kingdom,Christianity
2328,1963.0,200,United Kingdom,Christianity
2329,1964.0,200,United Kingdom,Christianity
2330,1965.0,200,UKG,Christianity
2331,1966.0,200,United Kingdom,Christianity
2332,1967.0,200,United Kingdom,Christianity
2333,1968.0,200,United Kingdom,Christianity
2334,1969.0,200,United Kingdom,Christianity
2335,1970.0,200,UKG,Christianity
2336,1971.0,200,United Kingdom,Christianity
2337,1972.0,200,United Kingdom,Christianity
2338,1973.0,200,United Kingdom,Christianity
2339,1974.0,200,United Kingdom,Christianity
2340,1975.0,200,UKG,Christianity
2341,1976.0,200,United Kingdom,Christianity
2342,1977.0,200,United Kingdom,Christianity
2343,1978.0,200,United Kingdom,Christianity
2344,1979.0,200,United Kingdom,Christianity
2345,1980.0,200,UKG,Christianity
2346,1981.0,200,United Kingdom,Christianity
2347,1982.0,200,United Kingdom,Christianity
2348,1983.0,200,United Kingdom,Christianity
2349,1984.0,200,United Kingdom,Christianity
2350,1985.0,200,UKG,Christianity
2351,1986.0,200,United Kingdom,Christianity
2352,1987.0,200,United Kingdom,Christianity
2353,1988.0,200,United Kingdom,Christianity
2354,1989.0,200,United Kingdom,Christianity
2355,1990.0,200,UKG,Christianity
2356,1991.0,200,United Kingdom,Christianity
2357,1992.0,200,United Kingdom,Christianity
2358,1993.0,200,United Kingdom,Christianity
2359,1994.0,200,United Kingdom,Christianity
2360,1995.0,200,UKG,Christianity
2361,1996.0,200,United Kingdom,Christianity
2362,1997.0,200,United Kingdom,Christianity
2363,1998.0,200,United Kingdom,Christianity
2364,1999.0,200,United Kingdom,Christianity
2365,2000.0,200,UKG,Christianity
2366,2001.0,200,United Kingdom,Christianity
2367,2002.0,200,United Kingdom,Christianity
2368,2003.0,200,United Kingdom,Christianity
2369,2004.0,200,United Kingdom,Christianity
2370,2005.0,200,UKG,Christianity
2371,2006.0,200,United Kingdom,Christianity
2372,2007.0,200,United Kingdom,Christianity
2373,2008.0,200,United Kingdom,Christianity
2374,2009.0,200,United Kingdom,Christianity
2375,2010.0,200,UKG,Christianity
2376,1945.0,205,IRE,Christianity
2377,1946.0,205,Ireland,Christianity
2378,1947.0,205,Ireland,Christianity
2379,1948.0,205,Ireland,Christianity
2380,1949.0,205,Ireland,Christianity
2381,1950.0,205,IRE,Christianity
2382,1951.0,205,Ireland,Christianity
2383,1952.0,205,Ireland,Christianity
2384,1953.0,205,Ireland,Christianity
2385,1954.0,205,Ireland,Christianity
2386,1955.0,205,IRE,Christianity
2387,1956.0,205,Ireland,Christianity
2388,1957.0,205,Ireland,Christianity
2389,1958.0,205,Ireland,Christianity
2390,1959.0,205,Ireland,Christianity
2391,1960.0,205,IRE,Christianity
2392,1961.0,205,Ireland,Christianity
2393,1962.0,205,Ireland,Christianity
2394,1963.0,205,Ireland,Christianity
2395,1964.0,205,Ireland,Christianity
2396,1965.0,205,IRE,Christianity
2397,1966.0,205,Ireland,Christianity
2398,1967.0,205,Ireland,Christianity
2399,1968.0,205,Ireland,Christianity
2400,1969.0,205,Ireland,Christianity
2401,1970.0,205,IRE,Christianity
2402,1971.0,205,Ireland,Christianity
2403,1972.0,205,Ireland,Christianity
2404,1973.0,205,Ireland,Christianity
2405,1974.0,205,Ireland,Christianity
2406,1975.0,205,IRE,Christianity
2407,1976.0,205,Ireland,Christianity
2408,1977.0,205,Ireland,Christianity
2409,1978.0,205,Ireland,Christianity
2410,1979.0,205,Ireland,Christianity
2411,1980.0,205,IRE,Christianity
2412,1981.0,205,Ireland,Christianity
2413,1982.0,205,Ireland,Christianity
2414,1983.0,205,Ireland,Christianity
2415,1984.0,205,Ireland,Christianity
2416,1985.0,205,IRE,Christianity
2417,1986.0,205,Ireland,Christianity
2418,1987.0,205,Ireland,Christianity
2419,1988.0,205,Ireland,Christianity
2420,1989.0,205,Ireland,Christianity
2421,1990.0,205,IRE,Christianity
2422,1991.0,205,Ireland,Christianity
2423,1992.0,205,Ireland,Christianity
2424,1993.0,205,Ireland,Christianity
2425,1994.0,205,Ireland,Christianity
2426,1995.0,205,IRE,Christianity
2427,1996.0,205,Ireland,Christianity
2428,1997.0,205,Ireland,Christianity
2429,1998.0,205,Ireland,Christianity
2430,1999.0,205,Ireland,Christianity
2431,2000.0,205,IRE,Christianity
2432,2001.0,205,Ireland,Christianity
2433,2002.0,205,Ireland,Christianity
2434,2003.0,205,Ireland,Christianity
2435,2004.0,205,Ireland,Christianity
2436,2005.0,205,IRE,Christianity
2437,2006.0,205,Ireland,Christianity
2438,2007.0,205,Ireland,Christianity
2439,2008.0,205,Ireland,Christianity
2440,2009.0,205,Ireland,Christianity
2441,2010.0,205,IRE,Christianity
2442,1945.0,210,Netherlands,Christianity
2443,1946.0,210,Netherlands,Christianity
2444,1947.0,210,Netherlands,Christianity
2445,1948.0,210,Netherlands,Christianity
2446,1949.0,210,Netherlands,Christianity
2447,1950.0,210,Netherlands,Christianity
2448,1951.0,210,Netherlands,Christianity
2449,1952.0,210,Netherlands,Christianity
2450,1953.0,210,Netherlands,Christianity
2451,1954.0,210,Netherlands,Christianity
2452,1955.0,210,NTH,Christianity
2453,1956.0,210,Netherlands,Christianity
2454,1957.0,210,Netherlands,Christianity
2455,1958.0,210,Netherlands,Christianity
2456,1959.0,210,Netherlands,Christianity
2457,1960.0,210,NTH,Christianity
2458,1961.0,210,Netherlands,Christianity
2459,1962.0,210,Netherlands,Christianity
2460,1963.0,210,Netherlands,Christianity
2461,1964.0,210,Netherlands,Christianity
2462,1965.0,210,NTH,Christianity
2463,1966.0,210,Netherlands,Christianity
2464,1967.0,210,Netherlands,Christianity
2465,1968.0,210,Netherlands,Christianity
2466,1969.0,210,Netherlands,Christianity
2467,1970.0,210,NTH,Christianity
2468,1971.0,210,Netherlands,Christianity
2469,1972.0,210,Netherlands,Christianity
2470,1973.0,210,Netherlands,Christianity
2471,1974.0,210,Netherlands,Christianity
2472,1975.0,210,NTH,Christianity
2473,1976.0,210,Netherlands,Christianity
2474,1977.0,210,Netherlands,Christianity
2475,1978.0,210,Netherlands,Christianity
2476,1979.0,210,Netherlands,Christianity
2477,1980.0,210,NTH,Christianity
2478,1981.0,210,Netherlands,Christianity
2479,1982.0,210,Netherlands,Christianity
2480,1983.0,210,Netherlands,Christianity
2481,1984.0,210,Netherlands,Christianity
2482,1985.0,210,NTH,Christianity
2483,1986.0,210,Netherlands,Christianity
2484,1987.0,210,Netherlands,Christianity
2485,1988.0,210,Netherlands,Christianity
2486,1989.0,210,Netherlands,Christianity
2487,1990.0,210,NTH,Christianity
2488,1991.0,210,Netherlands,Christianity
2489,1992.0,210,Netherlands,Christianity
2490,1993.0,210,Netherlands,Christianity
2491,1994.0,210,Netherlands,Christianity
2492,1995.0,210,NTH,Christianity
2493,1996.0,210,Netherlands,Christianity
2494,1997.0,210,Netherlands,Christianity
2495,1998.0,210,Netherlands,Christianity
2496,1999.0,210,Netherlands,Christianity
2497,2000.0,210,NTH,Christianity
2498,2001.0,210,Netherlands,Christianity
2499,2002.0,210,Netherlands,Christianity
2500,2003.0,210,Netherlands,Christianity
2501,2004.0,210,Netherlands,Christianity
2502,2005.0,210,NTH,Christianity
2503,2006.0,210,Netherlands,Christianity
2504,2007.0,210,Netherlands,Christianity
2505,2008.0,210,Netherlands,Christianity
2506,2009.0,210,Netherlands,Christianity
2507,2010.0,210,NTH,Christianity
2508,1945.0,211,BEL,Christianity
2509,1946.0,211,Belgium,Christianity
2510,1947.0,211,Belgium,Christianity
2511,1948.0,211,Belgium,Christianity
2512,1949.0,211,Belgium,Christianity
2513,1950.0,211,BEL,Christianity
2514,1951.0,211,Belgium,Christianity
2515,1952.0,211,Belgium,Christianity
2516,1953.0,211,Belgium,Christianity
2517,1954.0,211,Belgium,Christianity
2518,1955.0,211,BEL,Christianity
2519,1956.0,211,Belgium,Christianity
2520,1957.0,211,Belgium,Christianity
2521,1958.0,211,Belgium,Christianity
2522,1959.0,211,Belgium,Christianity
2523,1960.0,211,BEL,Christianity
2524,1961.0,211,Belgium,Christianity
2525,1962.0,211,Belgium,Christianity
2526,1963.0,211,Belgium,Christianity
2527,1964.0,211,Belgium,Christianity
2528,1965.0,211,BEL,Christianity
2529,1966.0,211,Belgium,Christianity
2530,1967.0,211,Belgium,Christianity
2531,1968.0,211,Belgium,Christianity
2532,1969.0,211,Belgium,Christianity
2533,1970.0,211,BEL,Christianity
2534,1971.0,211,Belgium,Christianity
2535,1972.0,211,Belgium,Christianity
2536,1973.0,211,Belgium,Christianity
2537,1974.0,211,Belgium,Christianity
2538,1975.0,211,BEL,Christianity
2539,1976.0,211,Belgium,Christianity
2540,1977.0,211,Belgium,Christianity
2541,1978.0,211,Belgium,Christianity
2542,1979.0,211,Belgium,Christianity
2543,1980.0,211,BEL,Christianity
2544,1981.0,211,Belgium,Christianity
2545,1982.0,211,Belgium,Christianity
2546,1983.0,211,Belgium,Christianity
2547,1984.0,211,Belgium,Christianity
2548,1985.0,211,BEL,Christianity
2549,1986.0,211,Belgium,Christianity
2550,1987.0,211,Belgium,Christianity
2551,1988.0,211,Belgium,Christianity
2552,1989.0,211,Belgium,Christianity
2553,1990.0,211,BEL,Christianity
2554,1991.0,211,Belgium,Christianity
2555,1992.0,211,Belgium,Christianity
2556,1993.0,211,Belgium,Christianity
2557,1994.0,211,Belgium,Christianity
2558,1995.0,211,BEL,Christianity
2559,1996.0,211,Belgium,Christianity
2560,1997.0,211,Belgium,Christianity
2561,1998.0,211,Belgium,Christianity
2562,1999.0,211,Belgium,Christianity
2563,2000.0,211,BEL,Christianity
2564,2001.0,211,Belgium,Christianity
2565,2002.0,211,Belgium,Christianity
2566,2003.0,211,Belgium,Christianity
