,cow_code,state_name,year,num_trade_states,export_dollars,import_dollars,military_expenditure,military_personnel,prim_energy_consumption,total_pop,cinc_score,num_alliances,pre_1816_alliances,num_in_effect_1231_2012,defense_treaties,neutrality_treaties,nonaggression_treaties,entente_treaties,num_conflicts,avg_cum_duration,num_wars,ongoing_2010,revision_pct,avg_hostility_level,majority_religion,un_region,un_continent,election_type,legislation_type,legislature_status,party_legal_status,party_existance,party_existance_outside_regime,legislature_parties,incumbent_type,collective_leadership,num_leadership_changes,leader_tenure,military_leader,royal_leader,nominal_vs_eff_diff,communist_leader,leader_died,democratic_regime,cabinet_assembly,popular_election,regime_type,transition_to_democracy,transition_to_dictatorship,age_govt,num_transitions_ever
1231,212,Luxembourg,1960,106.0,205188180.4,194984972.59999996,5266000.0,3000.0,2682000000.0,314000.0,0.0020712,20.0,0.0,19.0,20.0,0.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,91.0,0
1232,811,Cambodia,1960,106.0,74399999.9,38030000.0,42686000.0,35000.0,14000000.0,5433000.0,0.0008164,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0027397260273972603,0.0,0.0,1.0,2.0,Buddhism,South-Eastern Asia,Asia,Nonelective,Elective legislature,Elected,Multiple parties legally allowed,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,20,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,8.0,0
1233,100,Colombia,1960,106.0,505700003.5,513410000.1,49531000.0,18000.0,21652000000.0,15416000.0,0.0032873000000000004,21.0,0.0,20.0,20.0,0.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,3.0,1
1234,375,Finland,1960,106.0,1049300000.0,907059999.0,83438000.0,42000.0,8602000000.0,4430000.0,0.0012792,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Northern Europe,Europe,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,17.0,0
1235,155,Chile,1960,106.0,498199999.8,554449999.9,103514000.0,41000.0,13714000000.0,7614000.0,0.0022778000000000004,20.0,0.0,19.0,20.0,0.0,20.0,20.0,1.0,0.0027397260273972603,0.0,0.0,1.0,1.0,Christianity,South America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,29.0,1
1236,461,Togo,1960,106.0,19700000.0,17400000.0,100000.0,0.0,2000000.0,1444000.0,8.290000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Africa,Africa,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Rules rewritten unconstitutionally,No,0,3,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,1.0,0
1237,850,Indonesia,1960,106.0,588479996.7,618469999.3,386121000.0,316000.0,39028000000.0,96194000.0,0.0127582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7150684931506849,0.0,0.0,1.0,4.0,Islam,South-Eastern Asia,Asia,Nonelective,Non‐elective legislature,Appointed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,16,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,12.0,0
1238,223,Liechtenstein,1960,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,16,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,91.0,0
1239,471,Cameroon,1960,106.0,72900000.0,104000000.0,8912000.0,1000.0,224000000.0,5296000.0,0.00032910000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Middle Africa,Africa,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Rules rewritten unconstitutionally,No,0,2,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,1.0,0
1240,640,Turkey,1960,106.0,464200000.7,340459996.6,266630000.0,435000.0,9416000000.0,27506000.0,0.0071199,23.0,0.0,14.0,18.0,0.0,6.0,22.0,1.0,0.06301369863013699,0.0,0.0,0.0,1.0,Islam,Western Asia,Asia,Nonelective,No legislature exists,Closed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,1,1,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,38.0,0
1241,800,Thailand,1960,106.0,373900000.2,260250000.1,65050000.0,97000.0,108000000.0,26634000.0,0.0031603,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.15342465753424658,0.0,0.0,0.0,4.0,Buddhism,South-Eastern Asia,Asia,Nonelective,Non‐elective legislature,Closed,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,3,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,91.0,0
1242,620,Libya,1960,106.0,168699999.5,12200000.0,3920000.0,5000.0,20000000.0,1300000.0,0.0002025,13.0,0.0,8.0,1.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Northern Africa,Africa,Nonelective,Elective legislature,Elected,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,10,No,Yes,No,No,No,No,No,No,Royal dictatorship,No,No,10.0,0
1243,200,United Kingdom,1960,106.0,11291899990.0,9572910060.0,4633255000.0,519000.0,471354000000.0,52372000.0,0.0423343,34.0,1.0,20.0,23.0,0.0,19.0,33.0,1.0,0.33972602739726027,0.0,0.0,0.0,4.0,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,4,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,50.0,0
1244,481,Gabon,1960,106.0,30100000.0,41400000.0,500000.0,0.0,90000000.0,486000.0,3.04e-05,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Middle Africa,Africa,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Rules rewritten unconstitutionally,No,0,3,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,1.0,0
1245,840,Philippines,1960,106.0,631200000.2,668109999.4,54788000.0,58000.0,4242000000.0,27088000.0,0.0032708,8.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South-Eastern Asia,Asia,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,4,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,15.0,0
1246,93,Nicaragua,1960,106.0,66899999.7,58099999.5,6700000.0,5000.0,46000000.0,1411000.0,0.0002055,20.0,0.0,19.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Central America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,5,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,24.0,0
1247,230,Spain,1960,106.0,675400000.6,891829995.0,111467000.0,371000.0,43062000000.0,30455000.0,0.009779000000000001,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Southern Europe,Europe,Nonelective,Non‐elective legislature,Appointed,Legally single party state,One party,One party outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,22,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,24.0,1
1248,135,Peru,1960,106.0,367000000.6,543959998.0,48375000.0,42000.0,7376000000.0,9931000.0,0.0018253,20.0,0.0,19.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,5,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,5.0,1
1249,205,Ireland,1960,106.0,600800002.0,425250000.0,25756000.0,13000.0,9736000000.0,2832000.0,0.0007394999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,40.0,0
1250,2,United States of America,1960,106.0,15209599960.0,19819150040.0,45380000000.0,2306000.0,2842436000000.0,180671000.0,0.21544380000000002,56.0,0.0,40.0,43.0,0.0,41.0,50.0,6.0,0.7041095890410959,0.0,0.0,0.3333333333333333,3.5,Christianity,Northern America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,8,Yes,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,91.0,0
1251,520,Somalia,1960,106.0,20600000.0,23800000.0,1500000.0,4000.0,2000000.0,3785000.0,0.0002528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3835616438356164,0.0,0.0,1.0,4.0,Islam,Eastern Africa,Africa,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,1.0,0
1252,483,Chad,1960,106.0,21900000.0,12000000.0,0.0,0.0,2000000.0,3064000.0,0.0001754,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Middle Africa,Africa,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Rules rewritten unconstitutionally,No,0,2,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,1.0,0
1253,625,Sudan,1960,106.0,170600000.3,173640000.1,17519000.0,10000.0,18000000.0,11165000.0,0.0008449,10.0,0.0,8.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Northern Africa,Africa,Nonelective,No legislature exists,Closed,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,3,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,3.0,1
1254,775,Myanmar,1960,106.0,257500000.2,212100000.2,88998000.0,79000.0,2298000000.0,22355000.0,0.0025440000000000003,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Buddhism,South-Eastern Asia,Asia,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,Yes,No,1.0,1
1255,436,Niger,1960,106.0,14800000.0,17500000.0,600000.0,0.0,2000000.0,3028000.0,0.0001743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Western Africa,Africa,Direct election,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,3,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,1.0,0
1256,482,Central African Republic,1960,106.0,18600000.0,9000000.0,0.0,0.0,2000000.0,1297000.0,7.43e-05,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Middle Africa,Africa,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Only members from regime party,Rules rewritten unconstitutionally,No,1,1,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,1.0,0
1257,70,Mexico,1960,106.0,1179499999.6,841630003.5,81745000.0,50000.0,68912000000.0,36322000.0,0.0071328,20.0,0.0,19.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Central America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,No,No,Yes,Civilian dictatorship,No,No,91.0,0
1258,41,Haiti,1960,106.0,34319999.9,40090000.5,6560000.0,6000.0,14000000.0,3804000.0,0.000364,20.0,0.0,19.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Direct election,Elective legislature,Elected,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Rules rewritten unconstitutionally,No,0,4,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,91.0,0
1259,820,Malaysia,1960,106.0,,,42908000.0,20000.0,4410000000.0,9786000.0,0.001513,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,South-Eastern Asia,Asia,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Rules rewritten unconstitutionally,No,0,2,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,4.0,0
1260,731,North Korea,1960,106.0,5320000.0,3250000.0,200000000.0,400000.0,18158000000.0,10525000.0,0.0051981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.824657534246575,0.0,0.0,1.0,4.0,Non-Religious,Eastern Asia,Asia,Nonelective,Elective legislature,Elected,Multiple parties legally allowed,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,13,Yes,No,No,Yes,No,No,No,No,Military dictatorship,No,No,13.0,0
1261,135,Peru,1961,110.0,461999999.7,613100004.0,67000000.0,46000.0,7546000000.0,10217000.0,0.0019133,20.0,0.0,19.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,6,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,6.0,1
1262,439,Burkina Faso,1961,110.0,17300000.0,10600000.0,1633000.0,0.0,2000000.0,4208000.0,0.0002372,11.0,0.0,0.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Western Africa,Africa,Direct election,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,4,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,2.0,0
1263,840,Philippines,1961,110.0,663299999.5,647640000.4,52338000.0,62000.0,6732000000.0,28239000.0,0.0033707,8.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South-Eastern Asia,Asia,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,16.0,0
1264,651,Egypt,1961,110.0,675610000.3,415570000.5,258229000.0,215000.0,13830000000.0,26579000.0,0.006397,24.0,0.0,0.0,14.0,0.0,20.0,24.0,4.0,1.9273972602739726,0.0,0.0,0.75,3.75,Islam,Northern Africa,Africa,Direct election,No legislature exists,Closed,Legally single party state,One party,One party outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,8,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,40.0,0
1265,710,China,1961,110.0,697090004.9,401040000.3,7953200000.0,2200000.0,413168000000.0,669392000.0,0.1049435,5.0,0.0,1.0,2.0,0.0,4.0,0.0,6.0,0.4397260273972603,0.0,0.0,0.3333333333333333,2.5,Non-Religious,Eastern Asia,Asia,Nonelective,Elective legislature,Closed,Multiple parties legally allowed,Multiple parties,One party outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,13,No,No,Yes,Yes,No,No,No,No,Civilian dictatorship,No,No,49.0,0
1266,325,Italy,1961,110.0,5080899973.0,4004450013.0,1206895000.0,470000.0,141268000000.0,50536000.0,0.0199672,20.0,0.0,19.0,20.0,0.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Southern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,16.0,1
1267,360,Romania,1961,110.0,893819999.4,728339999.5,382095000.0,312000.0,74576000000.0,18567000.0,0.0077228999999999996,10.0,0.0,0.0,10.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Eastern Europe,Europe,Nonelective,Elective legislature,Elected,Multiple parties legally allowed,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,7,No,No,Yes,Yes,No,No,No,No,Civilian dictatorship,No,No,17.0,0
1268,436,Niger,1961,110.0,12600000.0,16000000.0,1000000.0,0.0,2000000.0,3138000.0,0.0001766,11.0,0.0,0.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Western Africa,Africa,Direct election,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,4,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,2.0,0
1269,663,Jordan,1961,110.0,110120000.3,15300000.0,52926000.0,35000.0,18000000.0,1706000.0,0.0005549999999999999,22.0,0.0,16.0,12.0,0.0,20.0,22.0,2.0,1.1657534246575343,0.0,0.0,0.5,3.5,Islam,Western Asia,Asia,Nonelective,Elective legislature,Closed,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,10,No,Yes,No,No,No,No,No,No,Royal dictatorship,No,No,16.0,0
1270,700,Afghanistan,1961,110.0,53299999.9,48900000.0,14184000.0,110000.0,132000000.0,11014000.0,0.0017574,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.2958904109589041,0.0,0.0,1.0,4.0,Islam,Southern Asia,Asia,Nonelective,Elective legislature,Elected,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,9,No,No,Yes,No,No,No,No,No,Civilian dictatorship,No,No,33.0,0
1271,811,Cambodia,1961,110.0,73900000.1,31800000.0,46000000.0,65000.0,18000000.0,5564000.0,0.0010774,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5315068493150685,0.0,0.0,1.0,3.0,Buddhism,South-Eastern Asia,Asia,Nonelective,Elective legislature,Elected,Multiple parties legally allowed,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,21,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,9.0,0
1272,210,Netherlands,1961,110.0,4957999900.0,4164360070.0,533952000.0,141000.0,97628000000.0,11637000.0,0.0067848,20.0,0.0,19.0,20.0,0.0,14.0,20.0,1.0,1.715068493150685,0.0,0.0,0.0,4.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,92.0,0
1273,390,Denmark,1961,110.0,1857599997.0,1475370001.2,170866000.0,45000.0,10048000000.0,4610000.0,0.0015845,14.0,0.0,13.0,14.0,0.0,14.0,14.0,1.0,0.0027397260273972603,0.0,0.0,1.0,4.0,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,61.0,0
1274,731,North Korea,1961,110.0,870000.0,3120000.0,225000000.0,390000.0,20136000000.0,10851000.0,0.0053248,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,3.621917808219178,0.0,0.0,1.0,4.0,Non-Religious,Eastern Asia,Asia,Nonelective,Elective legislature,Elected,Multiple parties legally allowed,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,14,Yes,No,No,Yes,No,No,No,No,Military dictatorship,No,No,14.0,0
1275,435,Mauritania,1961,110.0,24600000.0,1000000.0,2000000.0,0.0,0.0,1010000.0,5.9e-05,11.0,0.0,0.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Western Africa,Africa,Direct election,Elective legislature,Elected,Multiple parties legally allowed,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,4,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,2.0,0
1276,775,Myanmar,1961,110.0,193500000.1,210900000.1,85535000.0,90000.0,2206000000.0,22200000.0,0.0026011,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Buddhism,South-Eastern Asia,Asia,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,2.0,1
1277,130,Ecuador,1961,110.0,108570003.2,135910000.3,22178000.0,26000.0,1654000000.0,4570000.0,0.0008164,21.0,0.0,20.0,20.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South America,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,Yes,No,Presidential democracy,No,No,14.0,1
1278,770,Pakistan,1961,110.0,619499998.0,391120001.4,205858000.0,243000.0,7340000000.0,101452000.0,0.0105615,12.0,0.0,1.0,0.0,0.0,4.0,11.0,2.0,0.3136986301369863,0.0,0.0,0.5,4.0,Islam,Southern Asia,Asia,Indirect election,No legislature exists,Closed,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,4,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,4.0,1
1279,395,Iceland,1961,110.0,74800000.1,76260000.0,0.0,0.0,144000000.0,179000.0,1.29e-05,14.0,0.0,13.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,18.0,0
1280,580,Madagascar,1961,110.0,94999999.9,74520000.1,810000.0,2000.0,28000000.0,5506000.0,0.00041210000000000004,11.0,0.0,0.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Eastern Africa,Africa,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,4,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,2.0,0
1281,520,Somalia,1961,110.0,23400000.0,24700000.0,3164000.0,4000.0,2000000.0,3869000.0,0.000291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0904109589041096,0.0,0.0,1.0,4.0,Islam,Eastern Africa,Africa,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,2.0,0
1282,437,Ivory Coast,1961,110.0,148500000.1,151020000.0,4000000.0,4000.0,22000000.0,3930000.0,0.0003215,11.0,0.0,0.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Western Africa,Africa,Direct election,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,3,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,2.0,0
1283,660,Lebanon,1961,110.0,311700000.9,120460000.4,25742000.0,8000.0,116000000.0,1913000.0,0.0003998,20.0,0.0,16.0,10.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Asia,Asia,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,No,No,Parliamentary democracy,No,No,16.0,0
1284,438,Guinea,1961,110.0,47320000.1,42160000.1,4000000.0,5000.0,32000000.0,3174000.0,0.0002695,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Western Africa,Africa,Direct election,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,4,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,4.0,0
1285,385,Norway,1961,110.0,1580300001.0,930919995.5,164895000.0,32000.0,5874000000.0,3610000.0,0.0012564,14.0,0.0,13.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,7,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,77.0,0
1286,350,Greece,1961,110.0,706600004.0,268490000.2,167800000.0,160000.0,6526000000.0,8398000.0,0.0026485,18.0,0.0,13.0,18.0,0.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Southern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,7,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,16.0,1
1287,732,South Korea,1961,110.0,291000000.1,35630000.0,99503000.0,570000.0,9016000000.0,25766000.0,0.0089044,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.8123287671232875,0.0,0.0,1.0,4.0,Buddhism,Eastern Asia,Asia,Nonelective,No legislature exists,Closed,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,1,1,Yes,No,Yes,No,No,No,No,No,Military dictatorship,No,Yes,1.0,1
